"ID","VERTEX","LAT","LON","ROWNUMBER"
2796,"3","42.92820","-70.47988",5524
2796,"2","42.92820","-70",5523
2795,"1","42","-70",5518
2795,"4","42","-70.47988",5521
2795,"3","42.92820","-70.47988",5520
2795,"2","42.92820","-70",5519
2794,"3","42.92820","-70.47988",5516
2794,"2","42.92820","-70",5515
2794,"1","42","-70",5514
2794,"4","42","-70.47988",5517
2793,"1","42","-70",5510
2793,"4","42","-70.47988",5513
2793,"3","42.92820","-70.47988",5512
2793,"2","42.92820","-70",5511
2792,"1","42","-70",5506
2792,"4","42","-70.47988",5509
2792,"3","42.92820","-70.47988",5508
2792,"2","42.92820","-70",5507
2791,"1","42","-70",5502
2791,"4","42","-70.47988",5505
2791,"3","42.92820","-70.47988",5504
2791,"2","42.92820","-70",5503
2790,"1","42","-70",5498
2790,"4","42","-70.47988",5501
2790,"3","42.92820","-70.47988",5500
2790,"2","42.92820","-70",5499
2789,"1","42","-70",5494
2789,"4","42","-70.47988",5497
2789,"3","42.92820","-70.47988",5496
2789,"2","42.92820","-70",5495
2788,"1","42","-70",5490
2788,"4","42","-70.47988",5493
2788,"3","42.92820","-70.47988",5492
2788,"2","42.92820","-70",5491
2787,"1","42","-70",5486
2787,"4","42","-70.47988",5489
2787,"3","42.92820","-70.47988",5488
2787,"2","42.92820","-70",5487
2786,"1","42","-70",5482
2786,"4","42","-70.47988",5485
2786,"3","42.92820","-70.47988",5484
2786,"2","42.92820","-70",5483
2785,"1","42","-70",5478
2785,"4","42","-70.47988",5481
2785,"3","42.92820","-70.47988",5480
2785,"2","42.92820","-70",5479
2784,"1","42","-70",5474
2784,"4","42","-70.47988",5477
2784,"3","42.92820","-70.47988",5476
2784,"2","42.92820","-70",5475
2783,"1","42","-70",5470
2783,"4","42","-70.47988",5473
2783,"3","42.92820","-70.47988",5472
2783,"2","42.92820","-70",5471
2782,"1","42","-70",5466
2782,"4","42","-70.47988",5469
2782,"3","42.92820","-70.47988",5468
2782,"2","42.92820","-70",5467
2781,"1","42","-70",5462
2781,"4","42","-70.47988",5465
2781,"3","42.92820","-70.47988",5464
2781,"2","42.92820","-70",5463
2780,"1","42","-70",5458
2780,"4","42","-70.47988",5461
2780,"3","42.92820","-70.47988",5460
2780,"2","42.92820","-70",5459
2779,"1","42","-70",5454
2779,"4","42","-70.47988",5457
2779,"3","42.92820","-70.47988",5456
2779,"2","42.92820","-70",5455
2778,"3","42.92820","-70.47988",5452
2778,"2","42.92820","-70",5451
2778,"1","42","-70",5450
2778,"4","42","-70.47988",5453
2777,"1","42","-70",5446
2777,"4","42","-70.47988",5449
2777,"3","42.92820","-70.47988",5448
2777,"2","42.92820","-70",5447
2776,"1","42","-70",5442
2776,"4","42","-70.47988",5445
2776,"3","42.92820","-70.47988",5444
2776,"2","42.92820","-70",5443
2775,"1","42","-70",5438
2775,"4","42","-70.47988",5441
2775,"3","42.92820","-70.47988",5440
2775,"2","42.92820","-70",5439
2774,"1","42","-70",5434
2774,"4","42","-70.47988",5437
2774,"3","42.92820","-70.47988",5436
2774,"2","42.92820","-70",5435
2773,"1","42","-70",5430
2773,"4","42","-70.47988",5433
2773,"3","42.92820","-70.47988",5432
2773,"2","42.92820","-70",5431
2772,"1","42","-70",5426
2772,"4","42","-70.47988",5429
2772,"3","42.92820","-70.47988",5428
2772,"2","42.92820","-70",5427
2771,"1","42","-70",5422
2771,"4","42","-70.47988",5425
2771,"3","42.92820","-70.47988",5424
2771,"2","42.92820","-70",5423
2770,"1","42","-70",5418
2770,"4","42","-70.47988",5421
2770,"3","42.92820","-70.47988",5420
2770,"2","42.92820","-70",5419
2769,"1","42","-70",5414
2769,"4","42","-70.47988",5417
2769,"3","42.92820","-70.47988",5416
2769,"2","42.92820","-70",5415
2768,"1","42","-70",5410
2768,"4","42","-70.47988",5413
2768,"3","42.92820","-70.47988",5412
2768,"2","42.92820","-70",5411
2767,"1","42","-70",5406
2767,"4","42","-70.47988",5409
2767,"3","42.92820","-70.47988",5408
2767,"2","42.92820","-70",5407
2766,"1","42","-70",5402
2766,"4","42","-70.47988",5405
2766,"3","42.92820","-70.47988",5404
2766,"2","42.92820","-70",5403
2765,"1","42","-70",5398
2765,"4","42","-70.47988",5401
2765,"3","42.92820","-70.47988",5400
2765,"2","42.92820","-70",5399
2764,"1","42","-70",5394
2764,"4","42","-70.47988",5397
2764,"3","42.92820","-70.47988",5396
2764,"2","42.92820","-70",5395
2763,"1","42","-70",5390
2763,"4","42","-70.47988",5393
2763,"3","42.92820","-70.47988",5392
2763,"2","42.92820","-70",5391
2762,"1","42","-70",5386
2762,"4","42","-70.47988",5389
2762,"3","42.92820","-70.47988",5388
2762,"2","42.92820","-70",5387
2761,"1","42","-70",5382
2761,"4","42","-70.47988",5385
2761,"3","42.92820","-70.47988",5384
2761,"2","42.92820","-70",5383
2760,"1","42","-70",5378
2760,"4","42","-70.47988",5381
2760,"3","42.92820","-70.47988",5380
2760,"2","42.92820","-70",5379
2759,"3","42.92820","-70.47988",5376
2759,"2","42.92820","-70",5375
2759,"1","42","-70",5374
2759,"4","42","-70.47988",5377
2758,"1","42","-70",5370
2758,"4","42","-70.47988",5373
2758,"3","42.92820","-70.47988",5372
2758,"2","42.92820","-70",5371
2757,"1","42","-70",5366
2757,"4","42","-70.47988",5369
2757,"3","42.92820","-70.47988",5368
2757,"2","42.92820","-70",5367
2756,"1","42","-70",5362
2756,"4","42","-70.47988",5365
2756,"3","42.92820","-70.47988",5364
2756,"2","42.92820","-70",5363
2755,"1","42","-70",5358
2755,"4","42","-70.47988",5361
2755,"3","42.92820","-70.47988",5360
2755,"2","42.92820","-70",5359
2754,"1","42","-70",5354
2754,"4","42","-70.47988",5357
2754,"3","42.92820","-70.47988",5356
2754,"2","42.92820","-70",5355
2753,"1","42","-70",5350
2753,"4","42","-70.47988",5353
2753,"3","42.92820","-70.47988",5352
2753,"2","42.92820","-70",5351
2752,"1","42","-70",5346
2752,"2","42.92820","-70",5347
2752,"3","42.92820","-70.47988",5348
2752,"4","42","-70.47988",5349
2751,"1","42","-70",5342
2751,"4","42","-70.47988",5345
2751,"3","42.92820","-70.47988",5344
2751,"2","42.92820","-70",5343
2750,"1","42","-70",5338
2750,"4","42","-70.47988",5341
2750,"3","42.92820","-70.47988",5340
2750,"2","42.92820","-70",5339
2749,"1","42","-70",5334
2749,"4","42","-70.47988",5337
2749,"3","42.92820","-70.47988",5336
2749,"2","42.92820","-70",5335
2748,"1","","",5330
2748,"4","","",5333
2748,"3","","",5332
2748,"2","","",5331
2747,"1","42","-70",5326
2747,"4","42","-70.47988",5329
2747,"3","42.92820","-70.47988",5328
2747,"2","42.92820","-70",5327
2746,"1","42","-70",5322
2746,"4","42","-70.47988",5325
2746,"3","42.92820","-70.47988",5324
2746,"2","42.92820","-70",5323
2745,"1","42","-70",5318
2745,"4","42","-70.47988",5321
2745,"3","42.92820","-70.47988",5320
2745,"2","42.92820","-70",5319
2744,"1","42","-70",5314
2744,"4","42","-70.47988",5317
2744,"3","42.92820","-70.47988",5316
2744,"2","42.92820","-70",5315
2743,"3","42.92820","-70.47988",5312
2743,"2","42.92820","-70",5311
2743,"1","42","-70",5310
2743,"4","42","-70.47988",5313
2742,"1","42","-70",5306
2742,"4","42","-70.47988",5309
2742,"3","42.92820","-70.47988",5308
2742,"2","42.92820","-70",5307
2741,"1","42","-70",5302
2741,"4","42","-70.47988",5305
2741,"3","42.92820","-70.47988",5304
2741,"2","42.92820","-70",5303
2740,"1","42","-70",5298
2740,"4","42","-70.47988",5301
2740,"3","42.92820","-70.47988",5300
2740,"2","42.92820","-70",5299
2739,"1","42","-70",5294
2739,"4","42","-70.47988",5297
2739,"3","42.92820","-70.47988",5296
2739,"2","42.92820","-70",5295
2738,"1","42","-70",5290
2738,"4","42","-70.47988",5293
2738,"3","42.92820","-70.47988",5292
2738,"2","42.92820","-70",5291
2737,"1","42","-70",5286
2737,"4","42","-70.47988",5289
2737,"3","42.92820","-70.47988",5288
2737,"2","42.92820","-70",5287
2736,"1","42","-70",5282
2736,"4","42","-70.47988",5285
2736,"3","42.92820","-70.47988",5284
2736,"2","42.92820","-70",5283
2735,"1","42","-70",5278
2735,"4","42","-70.47988",5281
2735,"3","42.92820","-70.47988",5280
2735,"2","42.92820","-70",5279
2734,"1","42","-70",5274
2734,"4","42","-70.47988",5277
2734,"3","42.92820","-70.47988",5276
2734,"2","42.92820","-70",5275
2733,"1","42","-70",5270
2733,"4","42","-70.47988",5273
2733,"3","42.92820","-70.47988",5272
2733,"2","42.92820","-70",5271
2732,"1","42","-70",5266
2732,"4","42","-70.47988",5269
2732,"3","42.92820","-70.47988",5268
2732,"2","42.92820","-70",5267
2731,"1","42","-70",5262
2731,"4","42","-70.47988",5265
2731,"3","42.92820","-70.47988",5264
2731,"2","42.92820","-70",5263
2730,"1","42","-70",5258
2730,"4","42","-70.47988",5261
2730,"3","42.92820","-70.47988",5260
2730,"2","42.92820","-70",5259
2729,"1","42","-70",5254
2729,"4","42","-70.47988",5257
2729,"3","42.92820","-70.47988",5256
2729,"2","42.92820","-70",5255
2728,"1","42","-70",5250
2728,"4","42","-70.47988",5253
2728,"3","42.92820","-70.47988",5252
2728,"2","42.92820","-70",5251
2727,"3","42.92820","-70.47988",5248
2727,"2","42.92820","-70",5247
2727,"1","42","-70",5246
2727,"4","42","-70.47988",5249
2726,"1","42","-70",5242
2726,"4","42","-70.47988",5245
2726,"3","42.92820","-70.47988",5244
2726,"2","42.92820","-70",5243
2725,"1","42","-70",5238
2725,"4","42","-70.47988",5241
2725,"3","42.92820","-70.47988",5240
2725,"2","42.92820","-70",5239
2724,"1","42","-70",5234
2724,"4","42","-70.47988",5237
2724,"3","42.92820","-70.47988",5236
2724,"2","42.92820","-70",5235
2723,"1","42","-70",5230
2723,"4","42","-70.47988",5233
2723,"3","42.92820","-70.47988",5232
2723,"2","42.92820","-70",5231
2722,"1","42","-70",5226
2722,"4","42","-70.47988",5229
2722,"3","42.92820","-70.47988",5228
2722,"2","42.92820","-70",5227
2721,"1","42","-70",5222
2721,"4","42","-70.47988",5225
2721,"3","42.92820","-70.47988",5224
2721,"2","42.92820","-70",5223
2720,"1","42","-70",5218
2720,"4","42","-70.47988",5221
2720,"3","42.92820","-70.47988",5220
2720,"2","42.92820","-70",5219
2719,"1","42","-70",5214
2719,"4","42","-70.47988",5217
2719,"3","42.92820","-70.47988",5216
2719,"2","42.92820","-70",5215
2718,"1","42","-70",5210
2718,"4","42","-70.47988",5213
2718,"3","42.92820","-70.47988",5212
2718,"2","42.92820","-70",5211
2716,"1","42","-70",5206
2716,"4","42","-70.47988",5209
2716,"3","42.92820","-70.47988",5208
2716,"2","42.92820","-70",5207
2715,"1","42","-70",5202
2715,"4","42","-70.47988",5205
2715,"3","42.92820","-70.47988",5204
2715,"2","42.92820","-70",5203
2714,"1","42","-70",5198
2714,"4","42","-70.47988",5201
2714,"3","42.92820","-70.47988",5200
2714,"2","42.92820","-70",5199
2713,"1","42","-70",5194
2713,"4","42","-70.47988",5197
2713,"3","42.92820","-70.47988",5196
2713,"2","42.92820","-70",5195
2712,"1","42","-70",5190
2712,"4","42","-70.47988",5193
2712,"3","42.92820","-70.47988",5192
2712,"2","42.92820","-70",5191
2711,"1","42","-70",5186
2711,"4","42","-70.47988",5189
2711,"3","42.92820","-70.47988",5188
2711,"2","42.92820","-70",5187
2710,"3","42.92820","-70.47988",5184
2710,"2","42.92820","-70",5183
2710,"1","42","-70",5182
2710,"4","42","-70.47988",5185
2709,"1","42","-70",5178
2709,"4","42","-70.47988",5181
2709,"3","42.92820","-70.47988",5180
2709,"2","42.92820","-70",5179
2708,"1","42","-70",5174
2708,"4","42","-70.47988",5177
2708,"3","42.92820","-70.47988",5176
2708,"2","42.92820","-70",5175
2707,"1","42","-70",5170
2707,"4","42","-70.47988",5173
2707,"3","42.92820","-70.47988",5172
2707,"2","42.92820","-70",5171
2706,"1","42","-70",5166
2706,"4","42","-70.47988",5169
2706,"3","42.92820","-70.47988",5168
2706,"2","42.92820","-70",5167
2705,"1","42","-70",5162
2705,"4","42","-70.47988",5165
2705,"3","42.92820","-70.47988",5164
2705,"2","42.92820","-70",5163
2704,"1","42","-70",5158
2704,"4","42","-70.47988",5161
2704,"3","42.92820","-70.47988",5160
2704,"2","42.92820","-70",5159
2703,"1","42","-70",5154
2703,"4","42","-70.47988",5157
2703,"3","42.92820","-70.47988",5156
2703,"2","42.92820","-70",5155
2702,"1","42","-70",5150
2702,"4","42","-70.47988",5153
2702,"3","42.92820","-70.47988",5152
2702,"2","42.92820","-70",5151
2701,"1","42","-70",5146
2701,"4","42","-70.47988",5149
2701,"3","42.92820","-70.47988",5148
2701,"2","42.92820","-70",5147
2700,"1","42","-70",5142
2700,"4","42","-70.47988",5145
2700,"3","42.92820","-70.47988",5144
2700,"2","42.92820","-70",5143
2699,"1","42","-70",5138
2699,"4","42","-70.47988",5141
2699,"3","42.92820","-70.47988",5140
2699,"2","42.92820","-70",5139
2698,"1","42","-70",5134
2698,"4","42","-70.47988",5137
2698,"3","42.92820","-70.47988",5136
2698,"2","42.92820","-70",5135
2697,"1","42","-70",5130
2697,"4","42","-70.47988",5133
2697,"3","42.92820","-70.47988",5132
2697,"2","42.92820","-70",5131
2696,"1","42","-70",5126
2696,"4","42","-70.47988",5129
2696,"3","42.92820","-70.47988",5128
2696,"2","42.92820","-70",5127
2695,"1","42","-70",5122
2695,"4","42","-70.47988",5125
2695,"3","42.92820","-70.47988",5124
2695,"2","42.92820","-70",5123
2694,"1","42","-70",5118
2694,"4","42","-70.47988",5121
2694,"3","42.92820","-70.47988",5120
2694,"2","42.92820","-70",5119
2693,"1","42","-70",5114
2693,"4","42","-70.47988",5117
2693,"3","42.92820","-70.47988",5116
2693,"2","42.92820","-70",5115
2692,"1","42","-70",5110
2692,"4","42","-70.47988",5113
2692,"3","42.92820","-70.47988",5112
2692,"2","42.92820","-70",5111
2691,"1","42","-70",5106
2691,"4","42","-70.47988",5109
2691,"3","42.92820","-70.47988",5108
2691,"2","42.92820","-70",5107
2690,"1","42","-70",5102
2690,"4","42","-70.47988",5105
2690,"3","42.92820","-70.47988",5104
2690,"2","42.92820","-70",5103
2689,"1","42","-70",5098
2689,"4","42","-70.47988",5101
2689,"3","42.92820","-70.47988",5100
2689,"2","42.92820","-70",5099
2688,"1","42","-70",5094
2688,"4","42","-70.47988",5097
2688,"3","42.92820","-70.47988",5096
2688,"2","42.92820","-70",5095
2687,"1","42","-70",5090
2687,"4","42","-70.47988",5093
2687,"3","42.92820","-70.47988",5092
2687,"2","42.92820","-70",5091
2686,"4","42","-70.47988",5089
2686,"3","42.92820","-70.47988",5088
2686,"2","42.92820","-70",5087
2686,"1","42","-70",5086
2685,"1","42","-70",5082
2685,"4","42","-70.47988",5085
2685,"3","42.92820","-70.47988",5084
2685,"2","42.92820","-70",5083
2684,"1","42","-70",5078
2684,"4","42","-70.47988",5081
2684,"3","42.92820","-70.47988",5080
2684,"2","42.92820","-70",5079
2683,"1","42","-70",5074
2683,"4","42","-70.47988",5077
2683,"3","42.92820","-70.47988",5076
2683,"2","42.92820","-70",5075
2682,"1","42","-70",5070
2682,"4","42","-70.47988",5073
2682,"3","42.92820","-70.47988",5072
2682,"2","42.92820","-70",5071
2681,"1","42","-70",5066
2681,"4","42","-70.47988",5069
2681,"3","42.92820","-70.47988",5068
2681,"2","42.92820","-70",5067
2680,"1","42","-70",5062
2680,"4","42","-70.47988",5065
2680,"3","42.92820","-70.47988",5064
2680,"2","42.92820","-70",5063
2679,"1","42","-70",5058
2679,"4","42","-70.47988",5061
2679,"3","42.92820","-70.47988",5060
2679,"2","42.92820","-70",5059
2678,"1","42","-70",5054
2678,"4","42","-70.47988",5057
2678,"3","42.92820","-70.47988",5056
2678,"2","42.92820","-70",5055
2677,"1","42","-70",5050
2677,"4","42","-70.47988",5053
2677,"3","42.92820","-70.47988",5052
2677,"2","42.92820","-70",5051
2676,"1","42","-70",5046
2676,"4","42","-70.47988",5049
2676,"3","42.92820","-70.47988",5048
2676,"2","42.92820","-70",5047
2675,"1","42","-70",5042
2675,"4","42","-70.47988",5045
2675,"3","42.92820","-70.47988",5044
2675,"2","42.92820","-70",5043
2674,"1","42","-70",5038
2674,"4","42","-70.47988",5041
2674,"3","42.92820","-70.47988",5040
2674,"2","42.92820","-70",5039
2673,"1","42","-70",5034
2673,"4","42","-70.47988",5037
2673,"3","42.92820","-70.47988",5036
2673,"2","42.92820","-70",5035
2672,"1","42","-70",5030
2672,"4","42","-70.47988",5033
2672,"3","42.92820","-70.47988",5032
2672,"2","42.92820","-70",5031
2671,"1","42","-70",5026
2671,"4","42","-70.47988",5029
2671,"3","42.92820","-70.47988",5028
2671,"2","42.92820","-70",5027
2670,"4","42","-70.47988",5025
2670,"3","42.92820","-70.47988",5024
2670,"2","42.92820","-70",5023
2670,"1","42","-70",5022
2669,"1","42","-70",5018
2669,"4","42","-70.47988",5021
2669,"3","42.92820","-70.47988",5020
2669,"2","42.92820","-70",5019
2668,"1","42","-70",5014
2668,"4","42","-70.47988",5017
2668,"3","42.92820","-70.47988",5016
2668,"2","42.92820","-70",5015
2667,"1","42","-70",5010
2667,"4","42","-70.47988",5013
2667,"3","42.92820","-70.47988",5012
2667,"2","42.92820","-70",5011
2666,"1","42","-70",5006
2666,"4","42","-70.47988",5009
2666,"3","42.92820","-70.47988",5008
2666,"2","42.92820","-70",5007
2665,"1","42","-70",5002
2665,"4","42","-70.47988",5005
2665,"3","42.92820","-70.47988",5004
2665,"2","42.92820","-70",5003
2664,"1","42","-70",4998
2664,"4","42","-70.47988",5001
2664,"3","42.92820","-70.47988",5000
2664,"2","42.92820","-70",4999
2663,"1","42","-70",4994
2663,"4","42","-70.47988",4997
2663,"3","42.92820","-70.47988",4996
2663,"2","42.92820","-70",4995
2662,"1","42","-70",4990
2662,"4","42","-70.47988",4993
2662,"3","42.92820","-70.47988",4992
2662,"2","42.92820","-70",4991
2661,"1","42","-70",4986
2661,"4","42","-70.47988",4989
2661,"3","42.92820","-70.47988",4988
2661,"2","42.92820","-70",4987
2660,"1","42","-70",4982
2660,"4","42","-70.47988",4985
2660,"3","42.92820","-70.47988",4984
2660,"2","42.92820","-70",4983
2659,"1","42","-70",4978
2659,"4","42","-70.47988",4981
2659,"3","42.92820","-70.47988",4980
2659,"2","42.92820","-70",4979
2658,"1","42","-70",4974
2658,"4","42","-70.47988",4977
2658,"3","42.92820","-70.47988",4976
2658,"2","42.92820","-70",4975
2657,"1","42","-70",4970
2657,"4","42","-70.47988",4973
2657,"3","42.92820","-70.47988",4972
2657,"2","42.92820","-70",4971
2656,"1","42","-70",4966
2656,"4","42","-70.47988",4969
2656,"3","42.92820","-70.47988",4968
2656,"2","42.92820","-70",4967
2655,"1","42","-70",4962
2655,"4","42","-70.47988",4965
2655,"3","42.92820","-70.47988",4964
2655,"2","42.92820","-70",4963
2654,"4","42","-70.47988",4961
2654,"1","42","-70",4958
2654,"2","42.92820","-70",4959
2654,"3","42.92820","-70.47988",4960
2653,"1","42","-70",4954
2653,"4","42","-70.47988",4957
2653,"3","42.92820","-70.47988",4956
2653,"2","42.92820","-70",4955
2652,"1","42","-70",4950
2652,"4","42","-70.47988",4953
2652,"3","42.92820","-70.47988",4952
2652,"2","42.92820","-70",4951
2651,"1","42","-70",4946
2651,"4","42","-70.47988",4949
2651,"3","42.92820","-70.47988",4948
2651,"2","42.92820","-70",4947
2650,"1","42","-70",4942
2650,"4","42","-70.47988",4945
2650,"3","42.92820","-70.47988",4944
2650,"2","42.92820","-70",4943
2649,"1","42","-70",4938
2649,"4","42","-70.47988",4941
2649,"3","42.92820","-70.47988",4940
2649,"2","42.92820","-70",4939
2648,"1","42","-70",4934
2648,"4","42","-70.47988",4937
2648,"3","42.92820","-70.47988",4936
2648,"2","42.92820","-70",4935
2647,"1","42","-70",4930
2647,"4","42","-70.47988",4933
2647,"3","42.92820","-70.47988",4932
2647,"2","42.92820","-70",4931
2646,"1","42","-70",4926
2646,"4","42","-70.47988",4929
2646,"3","42.92820","-70.47988",4928
2646,"2","42.92820","-70",4927
2645,"1","42","-70",4922
2645,"4","42","-70.47988",4925
2645,"3","42.92820","-70.47988",4924
2645,"2","42.92820","-70",4923
2644,"1","42","-70",4918
2644,"4","42","-70.47988",4921
2644,"3","42.92820","-70.47988",4920
2644,"2","42.92820","-70",4919
2643,"1","42","-70",4914
2643,"4","42","-70.47988",4917
2643,"3","42.92820","-70.47988",4916
2643,"2","42.92820","-70",4915
2642,"1","42","-70",4910
2642,"4","42","-70.47988",4913
2642,"3","42.92820","-70.47988",4912
2642,"2","42.92820","-70",4911
2641,"1","42","-70",4906
2641,"4","42","-70.47988",4909
2641,"3","42.92820","-70.47988",4908
2641,"2","42.92820","-70",4907
2640,"1","42","-70",4902
2640,"4","42","-70.47988",4905
2640,"3","42.92820","-70.47988",4904
2640,"2","42.92820","-70",4903
2639,"1","42","-70",4898
2639,"4","42","-70.47988",4901
2639,"3","42.92820","-70.47988",4900
2639,"2","42.92820","-70",4899
2638,"4","42","-70.47988",4897
2638,"3","42.92820","-70.47988",4896
2638,"2","42.92820","-70",4895
2638,"1","42","-70",4894
2637,"1","42","-70",4890
2637,"4","42","-70.47988",4893
2637,"3","42.92820","-70.47988",4892
2637,"2","42.92820","-70",4891
2636,"1","42","-70",4886
2636,"4","42","-70.47988",4889
2636,"3","42.92820","-70.47988",4888
2636,"2","42.92820","-70",4887
2635,"1","42","-70",4882
2635,"4","42","-70.47988",4885
2635,"3","42.92820","-70.47988",4884
2635,"2","42.92820","-70",4883
2634,"1","42","-70",4878
2634,"4","42","-70.47988",4881
2634,"3","42.92820","-70.47988",4880
2634,"2","42.92820","-70",4879
2633,"1","42","-70",4874
2633,"4","42","-70.47988",4877
2633,"3","42.92820","-70.47988",4876
2633,"2","42.92820","-70",4875
2632,"1","42","-70",4870
2632,"4","42","-70.47988",4873
2632,"3","42.92820","-70.47988",4872
2632,"2","42.92820","-70",4871
2631,"1","42","-70",4866
2631,"4","42","-70.47988",4869
2631,"3","42.92820","-70.47988",4868
2631,"2","42.92820","-70",4867
2630,"1","42","-70",4862
2630,"4","42","-70.47988",4865
2630,"3","42.92820","-70.47988",4864
2630,"2","42.92820","-70",4863
2627,"1","","",4858
2627,"4","","",4861
2627,"3","","",4860
2627,"2","","",4859
2604,"1","42","-70",4854
2604,"4","42","-70.47988",4857
2604,"3","42.92820","-70.47988",4856
2604,"2","42.92820","-70",4855
2595,"1","42","-70",4850
2595,"4","42","-70.47988",4853
2595,"3","42.92820","-70.47988",4852
2595,"2","42.92820","-70",4851
2594,"1","42","-70",4846
2594,"4","42","-70.47988",4849
2594,"3","42.92820","-70.47988",4848
2594,"2","42.92820","-70",4847
2593,"1","42","-70",4842
2593,"4","42","-70.47988",4845
2593,"3","42.92820","-70.47988",4844
2593,"2","42.92820","-70",4843
2592,"1","42","-70",4838
2592,"4","42","-70.47988",4841
2592,"3","42.92820","-70.47988",4840
2592,"2","42.92820","-70",4839
2591,"1","42","-70",4834
2591,"4","42","-70.47988",4837
2591,"3","42.92820","-70.47988",4836
2591,"2","42.92820","-70",4835
2590,"1","42","-70",4830
2590,"4","42","-70.47988",4833
2590,"3","42.92820","-70.47988",4832
2590,"2","42.92820","-70",4831
2581,"1","42","-70",4826
2581,"4","42","-70.47988",4829
2581,"3","42.92820","-70.47988",4828
2581,"2","42.92820","-70",4827
2575,"1","42","-70",4822
2575,"4","42","-70.47988",4825
2575,"3","42.92820","-70.47988",4824
2575,"2","42.92820","-70",4823
2574,"1","42","-70",4818
2574,"4","42","-70.47988",4821
2574,"3","42.92820","-70.47988",4820
2574,"2","42.92820","-70",4819
2573,"1","42","-70",4814
2573,"4","42","-70.47988",4817
2573,"3","42.92820","-70.47988",4816
2573,"2","42.92820","-70",4815
2571,"1","42","-70",4810
2571,"4","42","-70.47988",4813
2571,"3","42.92820","-70.47988",4812
2571,"2","42.92820","-70",4811
2569,"1","42","-70",4806
2569,"4","42","-70.47988",4809
2569,"3","42.92820","-70.47988",4808
2569,"2","42.92820","-70",4807
2568,"1","42","-70",4802
2568,"4","42","-70.47988",4805
2568,"3","42.92820","-70.47988",4804
2568,"2","42.92820","-70",4803
2567,"1","42","-70",4798
2567,"4","42","-70.47988",4801
2567,"3","42.92820","-70.47988",4800
2567,"2","42.92820","-70",4799
2566,"1","42","-70",4794
2566,"4","42","-70.47988",4797
2566,"3","42.92820","-70.47988",4796
2566,"2","42.92820","-70",4795
2565,"1","42","-70",4790
2565,"4","42","-70.47988",4793
2565,"3","42.92820","-70.47988",4792
2565,"2","42.92820","-70",4791
2564,"1","42","-70",4786
2564,"4","42","-70.47988",4789
2564,"3","42.92820","-70.47988",4788
2564,"2","42.92820","-70",4787
2563,"1","42","-70",4782
2563,"4","42","-70.47988",4785
2563,"3","42.92820","-70.47988",4784
2563,"2","42.92820","-70",4783
2562,"1","42","-70",4778
2562,"2","42.92820","-70",4779
2562,"3","42.92820","-70.47988",4780
2562,"4","42","-70.47988",4781
2561,"1","42","-70",4774
2561,"4","42","-70.47988",4777
2561,"3","42.92820","-70.47988",4776
2561,"2","42.92820","-70",4775
2560,"1","42","-70",4770
2560,"4","42","-70.47988",4773
2560,"3","42.92820","-70.47988",4772
2560,"2","42.92820","-70",4771
2559,"1","42","-70",4766
2559,"4","42","-70.47988",4769
2559,"3","42.92820","-70.47988",4768
2559,"2","42.92820","-70",4767
2558,"1","42","-70",4762
2558,"4","42","-70.47988",4765
2558,"3","42.92820","-70.47988",4764
2558,"2","42.92820","-70",4763
2557,"1","42","-70",4758
2557,"4","42","-70.47988",4761
2557,"3","42.92820","-70.47988",4760
2557,"2","42.92820","-70",4759
2556,"1","42","-70",4754
2556,"4","42","-70.47988",4757
2556,"3","42.92820","-70.47988",4756
2556,"2","42.92820","-70",4755
2555,"1","42","-70",4750
2555,"4","42","-70.47988",4753
2555,"3","42.92820","-70.47988",4752
2555,"2","42.92820","-70",4751
2554,"1","42","-70",4746
2554,"4","42","-70.47988",4749
2554,"3","42.92820","-70.47988",4748
2554,"2","42.92820","-70",4747
2553,"1","42","-70",4742
2553,"4","42","-70.47988",4745
2553,"3","42.92820","-70.47988",4744
2553,"2","42.92820","-70",4743
2552,"1","42","-70",4738
2552,"4","42","-70.47988",4741
2552,"3","42.92820","-70.47988",4740
2552,"2","42.92820","-70",4739
2551,"1","42","-70",4734
2551,"4","42","-70.47988",4737
2551,"3","42.92820","-70.47988",4736
2551,"2","42.92820","-70",4735
2550,"1","42","-70",4730
2550,"4","42","-70.47988",4733
2550,"3","42.92820","-70.47988",4732
2550,"2","42.92820","-70",4731
2549,"1","42","-70",4726
2549,"4","42","-70.47988",4729
2549,"3","42.92820","-70.47988",4728
2549,"2","42.92820","-70",4727
2548,"1","42","-70",4722
2548,"4","42","-70.47988",4725
2548,"3","42.92820","-70.47988",4724
2548,"2","42.92820","-70",4723
2547,"1","42","-70",4718
2547,"4","42","-70.47988",4721
2547,"3","42.92820","-70.47988",4720
2547,"2","42.92820","-70",4719
2546,"1","42","-70",4714
2546,"4","42","-70.47988",4717
2546,"3","42.92820","-70.47988",4716
2546,"2","42.92820","-70",4715
2545,"1","42","-70",4710
2545,"4","42","-70.47988",4713
2545,"3","42.92820","-70.47988",4712
2545,"2","42.92820","-70",4711
2544,"1","42","-70",4706
2544,"4","42","-70.47988",4709
2544,"3","42.92820","-70.47988",4708
2544,"2","42.92820","-70",4707
2543,"1","42","-70",4702
2543,"4","42","-70.47988",4705
2543,"3","42.92820","-70.47988",4704
2543,"2","42.92820","-70",4703
2542,"1","42","-70",4698
2542,"2","42.92820","-70",4699
