"ID","NAME","EXPDATE","CANCELLED","TRIGGERDATE","INITOREXT","TRIGGERORG","STARTDATE","TRIGGERGROUPSIZE","COMMENTS","TRIGGERTYPE"
133,"East of Cape Cod",2011-05-17 00:00:00,"",2011-05-02 00:00:00,"i","1",2011-05-03 15:13:00,21,"Different from id = 134 - LMC 30Mar2021","v"
132,"Martha's Vineyard",2011-05-15 00:00:00,"",2011-04-30 00:00:00,"i","1",2011-05-02 07:42:00,13,"","v"
131,"Nantucket Sound",2011-05-10 00:00:00,"",2011-04-25 00:00:00,"i","1",2011-04-27 08:04:00,3,"","v"
130,"East of Nantucket",2011-03-29 01:00:00,"",2011-03-14 00:00:00,"i","1",2011-03-15 10:07:00,5,"","v"
129,"East of Cape Cod",2011-03-11 00:00:00,"",2011-02-24 00:00:00,"i","2",2011-02-25 08:26:00,5,"","v"
128,"Sandy Hook",2011-01-23 00:00:00,"",2011-01-08 00:00:00,"i","5",2011-01-10 13:49:00,3,"","v"
127,"Jordan Basin",2011-01-15 00:00:00,"",2011-01-01 00:00:00,"i","1",2011-01-04 11:01:00,8,"","v"
126,"Cashes Ledge",2011-01-15 00:00:00,"",2010-12-31 00:00:00,"i","1",2011-01-04 11:01:00,4,"","v"
125,"Jeffreys Ledge",2011-01-15 00:00:00,"",2010-12-30 00:00:00,"i","1",2011-01-04 11:01:00,3,"","v"
124,"Jordan Basin",2011-01-02 00:00:00,"",2010-12-18 00:00:00,"i","1",2010-12-21 10:56:00,5,"shipboard survey","v"
123,"Cashes Ledge",2011-01-02 00:00:00,"",2010-12-18 00:00:00,"i","1",2010-12-21 10:56:00,28,"","v"
122,"Cashes Ledge",2010-12-14 00:00:00,"",2010-11-30 00:00:00,"i","1",2010-12-01 15:24:00,4,"","v"
121,"Jordan Basin",2010-12-14 00:00:00,"",2010-11-30 00:00:00,"i","1",2010-12-01 15:24:00,16,"","v"
120,"Jeffreys Ledge",2010-12-14 00:00:00,"",2010-11-29 00:00:00,"i","1",2010-11-29 15:35:00,7,"Tim Cole called this DMA in prior to the official memo being transmitted to the NERO","v"
119,"Jordan Basin",2010-11-27 00:00:00,"",2010-11-15 00:00:00,"i","1",2010-11-16 15:19:00,12,"","v"
118,"Cashes Ledge",2010-11-27 00:00:00,"",2010-11-13 00:00:00,"i","1",2010-11-16 15:19:00,14,"","v"
117,"Jeffreys Ledge",2010-11-27 00:00:00,"",2010-11-13 00:00:00,"i","1",2010-11-16 15:19:00,10,"","v"
116,"Jeffreys Ledge",2010-11-08 00:00:00,"",2010-10-24 00:00:00,"e","1",2010-10-28 07:18:00,14,"Extension of 10/11 -- implementation delayed until original DMA expired. Different bounds than ID = 114 - LMC 31Mar2021","v"
115,"Jordan Basin",2010-10-28 00:00:00,"",2010-10-12 00:00:00,"i","1",2010-10-14 15:29:00,4,"An error was made in plotting these DMAs, so the corrected notification announcements were sent out on 10/18/2010.","v"
114,"Jeffreys Ledge",2010-10-28 00:00:00,"extended",2010-10-11 00:00:00,"i","1",2010-10-14 15:29:00,8,"An error was made in plotting these DMAs, so the corrected notification announcements were sent out on 10/18/2010.","v"
113,"Cashes Ledge",2010-10-28 00:00:00,"",2010-10-11 00:00:00,"i","1",2010-10-14 15:29:00,10,"An error was made in plotting these DMAs, so the corrected notification announcements were sent out on 10/18/2010.","v"
112,"Jeffreys Ledge",2010-09-27 00:00:00,"",2010-09-12 00:00:00,"e","8",2010-09-13 15:06:00,7,"Extension of 7/25/10","v"
111,"Mount Desert Island",2010-09-25 00:00:00,"",2010-09-10 00:00:00,"i","8",2010-09-13 15:06:00,4,"","v"
110,"Jeffreys Ledge",2010-09-14 00:00:00,"extended",2010-08-31 00:00:00,"e","1",2010-09-01 10:57:00,6,"Extension of 7/25/10","v"
109,"Jeffreys Ledge",2010-09-01 00:00:00,"extended",2010-08-17 00:00:00,"e","0",2010-08-18 09:06:00,10,"Extension of 7/25/10 fishermen","v"
108,"Jeffreys Ledge",2010-08-23 00:00:00,"extended",2010-08-08 00:00:00,"e","7",2010-08-09 08:20:00,4,"Extension of 7/25/10","v"
107,"Jeffreys Ledge",2010-08-09 00:00:00,"extended",2010-07-25 00:00:00,"i","8",2010-07-27 08:46:00,3,"","v"
106,"Cashes Ledge",2010-06-05 00:00:00,"",2010-05-21 00:00:00,"i","1",2010-05-24 12:00:00,11,"","v"
105,"Block Island",2010-05-05 00:00:00,"",2010-04-20 00:00:00,"i","1",2010-04-22 13:10:00,18,"Portion of this DMA overlapped with BI SMA until April 30th","v"
104,"Nantucket MA",2010-04-28 00:00:00,"",2010-04-13 00:00:00,"i","0",2010-04-14 11:40:00,3,"whale researcher","v"
103,"Great South Channel",2010-04-04 01:00:00,"",2010-03-20 00:00:00,"i","2",2010-03-22 17:55:00,8,"","v"
102,"Great South Channel",2010-03-24 01:00:00,"",2010-03-09 00:00:00,"i","1",2010-03-12 17:20:00,6,"Pkg transmittal to NERO delayed","v"
101,"Nantucket MA",2010-03-22 01:00:00,"",2010-03-07 00:00:00,"i","1",2010-03-08 14:15:00,14,"","v"
100,"Nantucket MA",2010-02-15 00:00:00,"",2010-01-31 00:00:00,"i","0",2010-02-01 16:30:00,3,"experienced civilian","v"
99,"Jeffreys Ledge",2010-01-20 00:00:00,"",2010-01-05 00:00:00,"i","1",2010-01-05 18:05:00,6,"extended to 1/28/2010","v"
98,"Jordan Basin",2010-01-15 00:00:00,"",2009-12-31 00:00:00,"i","1",2010-01-04 11:35:00,37,"Delay due to New Year's holiday.","v"
97,"Jordan Basin",2009-12-19 00:00:00,"",2009-12-04 00:00:00,"i","1",2009-12-04 17:30:00,27,"Established per phone call from Allison Glass after flight.","v"
96,"Cashes Ledge",2009-11-24 00:00:00,"",2009-11-09 00:00:00,"i","1",2009-11-10 17:30:00,47,"Extension of 10/26 DMA on Cashes. However, zone was expanded due to the large increase in the number of whales seen in the area.","v"
95,"Jeffreys Ledge",2009-11-22 00:00:00,"",2009-11-07 00:00:00,"","3",2009-11-10 17:30:00,30,"Technically a 2nd extension of 10/12 DMA on Jeffreys. However, zone was expanded due to the large increase in the number of whales seen in the area., extended to 12/4/2009, extended to 12/17/2009","v"
94,"Cashes Ledge",2009-11-10 00:00:00,"",2009-10-26 00:00:00,"i","1",2009-10-27 13:30:00,16,"see event #20","v"
93,"Jordan Basin",2009-11-05 00:00:00,"",2009-10-21 00:00:00,"","1",2009-10-22 12:30:00,7,"Extended on 11/16/2009 per phone call from Pete Duley after flight. extended to 11/20/2009, extended to 12/1/2009","v"
92,"Jeffreys Ledge",2009-10-27 01:00:00,"",2009-10-12 00:00:00,"","8",2009-10-15 13:00:00,11,"Delay due to lack of pager coverage in Quebec City. Boundaries calculated/confirmed via telephone conversation with Tim Cole on 10/15/2009., extended to 11/11/2009 (see event #19)","v"
91,"Fippenies Ledge",2009-09-16 00:00:00,"",2009-09-01 00:00:00,"i","2",2009-09-02 15:50:00,5,"","v"
90,"Cashes Ledge",2009-07-21 00:00:00,"",2009-07-06 00:00:00,"","1",2009-07-09 11:30:00,3,"Same boundaries as previous DMA based on likelihood that these whales were remnant from previous agg. (were within bounds of previous DMA) and previous bounds appropriately rep. potential dist.","v"
89,"Cashes Ledge",2009-06-15 00:00:00,"",2009-05-31 00:00:00,"","1",2009-06-02 16:30:00,37,"Extended to 6/29/2009 due to sighting of 7 whales on 6/14/2009 during partial survey of Cashes. Survey aborted after only 2 track lines completed due to fog.","v"
88,"Jordan Basin",2009-05-27 00:00:00,"",2009-05-12 00:00:00,"i","17",2009-05-13 16:30:00,3,"Maine Marine Patrol","v"
87,"Cashes Ledge",2009-05-27 00:00:00,"",2009-05-12 00:00:00,"i","1",2009-05-12 17:15:00,15,"","v"
86,"Georges Shoal",2009-04-25 00:00:00,"",2009-04-10 00:00:00,"i","1",2009-04-13 10:45:00,5,"","v"
85,"Georges Shoal",2009-03-28 01:00:00,"",2009-03-13 00:00:00,"i","1",2009-03-17 17:20:00,3,"3rd whale to trigger DMA discovered upon review of photographs.","v"
84,"Great South Channel",2009-02-25 00:00:00,"",2009-02-10 00:00:00,"i","2",2009-02-11 17:00:00,12,"3 DMAs implemented concurrently.","v"
83,"Southern Jeffreys Ledge",2009-02-25 00:00:00,"",2009-02-10 00:00:00,"i","1",2009-02-11 17:00:00,5,"3 DMAs implemented concurrently.","v"
82,"Northern Jeffreys Ledge",2009-02-25 00:00:00,"",2009-02-10 00:00:00,"i","1",2009-02-11 17:00:00,6,"3 DMAs implemented concurrently.","v"
81,"Jeffreys Ledge",2009-01-29 00:00:00,"",2009-01-13 00:00:00,"","1",2009-01-16 16:00:00,3,"","v"
80,"Jeffreys Ledge",2009-01-27 00:00:00,"",2009-01-10 00:00:00,"","17",2009-01-13 12:45:00,7,"Extended to 2/10/2009 on 1/26/2009 due to sighting of 21 whales in the area. Maine Marine Patrol","v"
79,"Cashes Ledge",2008-12-25 00:00:00,"",2008-12-06 00:00:00,"i","1",2008-12-11 17:40:00,3,"3 DMAs implemented concurrently, consistent with DAMs","v"
78,"Jordan Basin",2008-12-28 00:00:00,"",2008-12-03 00:00:00,"i","1",2008-12-11 17:40:00,43,"3 DMAs implemented concurrently, consistent with DAMs","v"
77,"Jeffreys Ledge",2008-12-25 00:00:00,"",2008-12-03 00:00:00,"i","1",2008-12-11 17:40:00,11,"3 DMAs implemented concurrently, consistent with DAMs","v"
57,"Stellwagen Bank",2012-07-25 09:00:00,"",2012-07-10 13:35:00,"i","1",2012-07-11 09:00:00,3,"DMA was not entered into Oracle database until 7/16","v"
56,"Cashes Ledge",2012-07-27 09:00:00,"",2012-07-12 12:15:00,"i","1",2012-07-16 08:17:00,10,"Larger area than initially issued by Asaro July 12; DMA was not entered into oracle Database until 7/16","v"
38,"Vineyard Sound DMA",2012-05-04 00:00:00,"",2012-04-19 00:44:00,"i","5",2012-04-20 07:00:00,3,"","v"
36,"East of Boston",2012-04-27 07:46:00,"",2012-04-13 00:00:00,"i","37",2012-04-16 07:46:00,3,"","v"
35,"Great South Channel",2012-03-02 11:45:00,"",2012-02-16 00:00:00,"i","2",2012-02-17 11:45:00,8,"","v"
34,"Stellwagen Bank",2012-04-04 10:30:00,"",2012-03-20 11:00:00,"i","1",2012-03-21 10:30:00,5,"","v"
3,"Rhode Island Sound",2012-03-05 00:00:00,"",2012-02-19 00:00:00,"i","5",2012-02-21 00:00:00,3,"","v"
